Kommune,Timestamp,Confirmed
Altomünster,2022-01-24T21:14:26+01:00,881
Bergkirchen,2022-01-24T21:14:26+01:00,996
Dachau,2022-01-24T21:14:26+01:00,6768
Erdweg,2022-01-24T21:14:26+01:00,714
Haimhausen,2022-01-24T21:14:26+01:00,675
Hebertshausen,2022-01-24T21:14:26+01:00,636
Hilgertshausen-Tandern,2022-01-24T21:14:26+01:00,342
Karlsfeld,2022-01-24T21:14:26+01:00,3494
Markt Indersdorf,2022-01-24T21:14:26+01:00,1388
Odelzhausen,2022-01-24T21:14:26+01:00,671
Petershausen,2022-01-24T21:14:26+01:00,751
Pfaffenhofen a.d. Glonn,2022-01-24T21:14:26+01:00,276
Röhrmoos,2022-01-24T21:14:26+01:00,873
Schwabhausen,2022-01-24T21:14:26+01:00,849
Sulzemoos,2022-01-24T21:14:26+01:00,347
Vierkirchen,2022-01-24T21:14:26+01:00,529
Weichs,2022-01-24T21:14:26+01:00,536
