Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-29T17:13:56+01:00,160,138
Bergkirchen,2020-11-29T17:13:56+01:00,152,123
Dachau,2020-11-29T17:13:56+01:00,1061,835
Erdweg,2020-11-29T17:13:56+01:00,92,77
Haimhausen,2020-11-29T17:13:56+01:00,97,62
Hebertshausen,2020-11-29T17:13:56+01:00,73,62
Hilgertshausen-Tandern,2020-11-29T17:13:56+01:00,38,33
Karlsfeld,2020-11-29T17:13:56+01:00,692,498
Markt Indersdorf,2020-11-29T17:13:56+01:00,178,142
Odelzhausen,2020-11-29T17:13:56+01:00,100,71
Petershausen,2020-11-29T17:13:56+01:00,70,54
Pfaffenhofen a.d. Glonn,2020-11-29T17:13:56+01:00,33,29
Röhrmoos,2020-11-29T17:13:56+01:00,175,158
Schwabhausen,2020-11-29T17:13:56+01:00,131,112
Sulzemoos,2020-11-29T17:13:56+01:00,55,44
Vierkirchen,2020-11-29T17:13:56+01:00,59,53
Weichs,2020-11-29T17:13:56+01:00,45,44
