Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-26T17:15:16+01:00,108,96
Bergkirchen,2020-10-26T17:15:16+01:00,83,78
Dachau,2020-10-26T17:15:16+01:00,484,409
Erdweg,2020-10-26T17:15:16+01:00,41,36
Haimhausen,2020-10-26T17:15:16+01:00,42,38
Hebertshausen,2020-10-26T17:15:16+01:00,45,35
Hilgertshausen-Tandern,2020-10-26T17:15:16+01:00,17,17
Karlsfeld,2020-10-26T17:15:16+01:00,281,241
Markt Indersdorf,2020-10-26T17:15:16+01:00,80,75
Odelzhausen,2020-10-26T17:15:16+01:00,41,25
Petershausen,2020-10-26T17:15:16+01:00,40,37
Pfaffenhofen a.d. Glonn,2020-10-26T17:15:16+01:00,14,12
Röhrmoos,2020-10-26T17:15:16+01:00,148,134
Schwabhausen,2020-10-26T17:15:16+01:00,59,51
Sulzemoos,2020-10-26T17:15:16+01:00,22,19
Vierkirchen,2020-10-26T17:15:16+01:00,45,40
Weichs,2020-10-26T17:15:16+01:00,32,30
