Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-25T17:15:19+01:00,240,210
Bergkirchen,2020-12-25T17:15:19+01:00,201,183
Dachau,2020-12-25T17:15:19+01:00,1501,1350
Erdweg,2020-12-25T17:15:19+01:00,156,137
Haimhausen,2020-12-25T17:15:19+01:00,136,121
Hebertshausen,2020-12-25T17:15:19+01:00,98,89
Hilgertshausen-Tandern,2020-12-25T17:15:19+01:00,65,57
Karlsfeld,2020-12-25T17:15:19+01:00,939,825
Markt Indersdorf,2020-12-25T17:15:19+01:00,279,234
Odelzhausen,2020-12-25T17:15:19+01:00,125,119
Petershausen,2020-12-25T17:15:19+01:00,88,82
Pfaffenhofen a.d. Glonn,2020-12-25T17:15:19+01:00,57,49
Röhrmoos,2020-12-25T17:15:19+01:00,203,186
Schwabhausen,2020-12-25T17:15:19+01:00,172,156
Sulzemoos,2020-12-25T17:15:19+01:00,79,75
Vierkirchen,2020-12-25T17:15:19+01:00,92,75
Weichs,2020-12-25T17:15:19+01:00,67,57
