Kommune,Timestamp,Recovered
Altomünster,2022-03-14T21:13:51+01:00,1104
Bergkirchen,2022-03-14T21:13:51+01:00,1239
Dachau,2022-03-14T21:13:51+01:00,8265
Erdweg,2022-03-14T21:13:51+01:00,937
Haimhausen,2022-03-14T21:13:51+01:00,843
Hebertshausen,2022-03-14T21:13:51+01:00,759
Hilgertshausen-Tandern,2022-03-14T21:13:51+01:00,397
Karlsfeld,2022-03-14T21:13:51+01:00,4164
Markt Indersdorf,2022-03-14T21:13:51+01:00,1748
Odelzhausen,2022-03-14T21:13:51+01:00,854
Petershausen,2022-03-14T21:13:51+01:00,883
Pfaffenhofen a.d. Glonn,2022-03-14T21:13:51+01:00,344
Röhrmoos,2022-03-14T21:13:51+01:00,1158
Schwabhausen,2022-03-14T21:13:51+01:00,1006
Sulzemoos,2022-03-14T21:13:51+01:00,422
Vierkirchen,2022-03-14T21:13:51+01:00,627
Weichs,2022-03-14T21:13:51+01:00,641
