Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-01T17:14:39+01:00,250,231
Bergkirchen,2021-01-01T17:14:39+01:00,206,191
Dachau,2021-01-01T17:14:39+01:00,1585,1461
Erdweg,2021-01-01T17:14:39+01:00,166,153
Haimhausen,2021-01-01T17:14:39+01:00,145,130
Hebertshausen,2021-01-01T17:14:39+01:00,107,94
Hilgertshausen-Tandern,2021-01-01T17:14:39+01:00,67,63
Karlsfeld,2021-01-01T17:14:39+01:00,979,889
Markt Indersdorf,2021-01-01T17:14:39+01:00,297,265
Odelzhausen,2021-01-01T17:14:39+01:00,133,123
Petershausen,2021-01-01T17:14:39+01:00,94,83
Pfaffenhofen a.d. Glonn,2021-01-01T17:14:39+01:00,58,54
Röhrmoos,2021-01-01T17:14:39+01:00,205,194
Schwabhausen,2021-01-01T17:14:39+01:00,183,167
Sulzemoos,2021-01-01T17:14:39+01:00,81,78
Vierkirchen,2021-01-01T17:14:39+01:00,95,83
Weichs,2021-01-01T17:14:39+01:00,72,63
