Kommune,Timestamp,Recovered
Altomünster,2022-01-31T21:13:11+01:00,790
Bergkirchen,2022-01-31T21:13:11+01:00,801
Dachau,2022-01-31T21:13:11+01:00,5765
Erdweg,2022-01-31T21:13:11+01:00,619
Haimhausen,2022-01-31T21:13:11+01:00,548
Hebertshausen,2022-01-31T21:13:11+01:00,527
Hilgertshausen-Tandern,2022-01-31T21:13:11+01:00,313
Karlsfeld,2022-01-31T21:13:11+01:00,2890
Markt Indersdorf,2022-01-31T21:13:11+01:00,1167
Odelzhausen,2022-01-31T21:13:11+01:00,577
Petershausen,2022-01-31T21:13:11+01:00,636
Pfaffenhofen a.d. Glonn,2022-01-31T21:13:11+01:00,234
Röhrmoos,2022-01-31T21:13:11+01:00,769
Schwabhausen,2022-01-31T21:13:11+01:00,748
Sulzemoos,2022-01-31T21:13:11+01:00,304
Vierkirchen,2022-01-31T21:13:11+01:00,471
Weichs,2022-01-31T21:13:11+01:00,432
