Kommune,Timestamp,Recovered
Altomünster,2021-05-03T21:12:58+02:00,373
Bergkirchen,2021-05-03T21:12:58+02:00,317
Dachau,2021-05-03T21:12:58+02:00,2297
Erdweg,2021-05-03T21:12:58+02:00,283
Haimhausen,2021-05-03T21:12:58+02:00,213
Hebertshausen,2021-05-03T21:12:58+02:00,198
Hilgertshausen-Tandern,2021-05-03T21:12:58+02:00,132
Karlsfeld,2021-05-03T21:12:58+02:00,1258
Markt Indersdorf,2021-05-03T21:12:58+02:00,521
Odelzhausen,2021-05-03T21:12:58+02:00,225
Petershausen,2021-05-03T21:12:58+02:00,231
Pfaffenhofen a.d. Glonn,2021-05-03T21:12:58+02:00,84
Röhrmoos,2021-05-03T21:12:58+02:00,374
Schwabhausen,2021-05-03T21:12:58+02:00,266
Sulzemoos,2021-05-03T21:12:58+02:00,110
Vierkirchen,2021-05-03T21:12:58+02:00,207
Weichs,2021-05-03T21:12:58+02:00,165
