Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-18T17:14:16+01:00,263,254
Bergkirchen,2021-01-18T17:14:16+01:00,224,203
Dachau,2021-01-18T17:14:16+01:00,1722,1616
Erdweg,2021-01-18T17:14:16+01:00,182,173
Haimhausen,2021-01-18T17:14:16+01:00,168,154
Hebertshausen,2021-01-18T17:14:16+01:00,116,108
Hilgertshausen-Tandern,2021-01-18T17:14:16+01:00,81,70
Karlsfeld,2021-01-18T17:14:16+01:00,1041,972
Markt Indersdorf,2021-01-18T17:14:16+01:00,321,283
Odelzhausen,2021-01-18T17:14:16+01:00,142,135
Petershausen,2021-01-18T17:14:16+01:00,107,94
Pfaffenhofen a.d. Glonn,2021-01-18T17:14:16+01:00,62,58
Röhrmoos,2021-01-18T17:14:16+01:00,295,208
Schwabhausen,2021-01-18T17:14:16+01:00,205,192
Sulzemoos,2021-01-18T17:14:16+01:00,89,81
Vierkirchen,2021-01-18T17:14:16+01:00,140,115
Weichs,2021-01-18T17:14:16+01:00,93,84
