Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-08T17:15:08+01:00,185,153
Bergkirchen,2020-12-08T17:15:08+01:00,165,147
Dachau,2020-12-08T17:15:08+01:00,1221,1057
Erdweg,2020-12-08T17:15:08+01:00,114,94
Haimhausen,2020-12-08T17:15:08+01:00,110,80
Hebertshausen,2020-12-08T17:15:08+01:00,88,75
Hilgertshausen-Tandern,2020-12-08T17:15:08+01:00,46,37
Karlsfeld,2020-12-08T17:15:08+01:00,794,645
Markt Indersdorf,2020-12-08T17:15:08+01:00,220,177
Odelzhausen,2020-12-08T17:15:08+01:00,111,98
Petershausen,2020-12-08T17:15:08+01:00,80,67
Pfaffenhofen a.d. Glonn,2020-12-08T17:15:08+01:00,37,33
Röhrmoos,2020-12-08T17:15:08+01:00,190,168
Schwabhausen,2020-12-08T17:15:08+01:00,146,128
Sulzemoos,2020-12-08T17:15:08+01:00,66,55
Vierkirchen,2020-12-08T17:15:08+01:00,65,59
Weichs,2020-12-08T17:15:08+01:00,51,45
