Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-14T17:13:13+01:00,263,249
Bergkirchen,2021-01-14T17:13:13+01:00,222,198
Dachau,2021-01-14T17:13:13+01:00,1697,1586
Erdweg,2021-01-14T17:13:13+01:00,179,168
Haimhausen,2021-01-14T17:13:13+01:00,164,149
Hebertshausen,2021-01-14T17:13:13+01:00,115,106
Hilgertshausen-Tandern,2021-01-14T17:13:13+01:00,77,69
Karlsfeld,2021-01-14T17:13:13+01:00,1037,955
Markt Indersdorf,2021-01-14T17:13:13+01:00,314,279
Odelzhausen,2021-01-14T17:13:13+01:00,140,132
Petershausen,2021-01-14T17:13:13+01:00,100,93
Pfaffenhofen a.d. Glonn,2021-01-14T17:13:13+01:00,62,58
Röhrmoos,2021-01-14T17:13:13+01:00,265,204
Schwabhausen,2021-01-14T17:13:13+01:00,203,185
Sulzemoos,2021-01-14T17:13:13+01:00,88,79
Vierkirchen,2021-01-14T17:13:13+01:00,135,96
Weichs,2021-01-14T17:13:13+01:00,90,78
