Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-08T16:50:01+01:00,258,239
Bergkirchen,2021-01-08T16:50:01+01:00,209,195
Dachau,2021-01-08T16:50:01+01:00,1644,1539
Erdweg,2021-01-08T16:50:01+01:00,175,164
Haimhausen,2021-01-08T16:50:01+01:00,154,141
Hebertshausen,2021-01-08T16:50:01+01:00,108,100
Hilgertshausen-Tandern,2021-01-08T16:50:01+01:00,71,65
Karlsfeld,2021-01-08T16:50:01+01:00,1014,922
Markt Indersdorf,2021-01-08T16:50:01+01:00,301,268
Odelzhausen,2021-01-08T16:50:01+01:00,137,128
Petershausen,2021-01-08T16:50:01+01:00,95,91
Pfaffenhofen a.d. Glonn,2021-01-08T16:50:01+01:00,62,58
Röhrmoos,2021-01-08T16:50:01+01:00,214,200
Schwabhausen,2021-01-08T16:50:01+01:00,190,178
Sulzemoos,2021-01-08T16:50:01+01:00,84,78
Vierkirchen,2021-01-08T16:50:01+01:00,118,94
Weichs,2021-01-08T16:50:01+01:00,86,67
