Kommune,Timestamp,Recovered
Altomünster,2022-03-31T21:14:11+02:00,1629
Bergkirchen,2022-03-31T21:14:11+02:00,1581
Dachau,2022-03-31T21:14:11+02:00,10406
Erdweg,2022-03-31T21:14:11+02:00,1286
Haimhausen,2022-03-31T21:14:11+02:00,1060
Hebertshausen,2022-03-31T21:14:11+02:00,1015
Hilgertshausen-Tandern,2022-03-31T21:14:11+02:00,562
Karlsfeld,2022-03-31T21:14:11+02:00,5111
Markt Indersdorf,2022-03-31T21:14:11+02:00,2193
Odelzhausen,2022-03-31T21:14:11+02:00,1074
Petershausen,2022-03-31T21:14:11+02:00,1137
Pfaffenhofen a.d. Glonn,2022-03-31T21:14:11+02:00,453
Röhrmoos,2022-03-31T21:14:11+02:00,1372
Schwabhausen,2022-03-31T21:14:11+02:00,1270
Sulzemoos,2022-03-31T21:14:11+02:00,542
Vierkirchen,2022-03-31T21:14:11+02:00,828
Weichs,2022-03-31T21:14:11+02:00,758
