Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-11T17:13:27+01:00,298,280
Bergkirchen,2021-03-11T17:13:27+01:00,257,245
Dachau,2021-03-11T17:13:27+01:00,1885,1828
Erdweg,2021-03-11T17:13:27+01:00,220,212
Haimhausen,2021-03-11T17:13:27+01:00,173,172
Hebertshausen,2021-03-11T17:13:27+01:00,131,126
Hilgertshausen-Tandern,2021-03-11T17:13:27+01:00,100,94
Karlsfeld,2021-03-11T17:13:27+01:00,1127,1057
Markt Indersdorf,2021-03-11T17:13:27+01:00,380,353
Odelzhausen,2021-03-11T17:13:27+01:00,177,163
Petershausen,2021-03-11T17:13:27+01:00,147,138
Pfaffenhofen a.d. Glonn,2021-03-11T17:13:27+01:00,75,73
Röhrmoos,2021-03-11T17:13:27+01:00,334,318
Schwabhausen,2021-03-11T17:13:27+01:00,218,210
Sulzemoos,2021-03-11T17:13:27+01:00,97,95
Vierkirchen,2021-03-11T17:13:27+01:00,149,143
Weichs,2021-03-11T17:13:27+01:00,159,138
