Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-23T17:14:29+01:00,238,201
Bergkirchen,2020-12-23T17:14:29+01:00,201,176
Dachau,2020-12-23T17:14:29+01:00,1477,1318
Erdweg,2020-12-23T17:14:29+01:00,154,121
Haimhausen,2020-12-23T17:14:29+01:00,135,117
Hebertshausen,2020-12-23T17:14:29+01:00,98,88
Hilgertshausen-Tandern,2020-12-23T17:14:29+01:00,65,55
Karlsfeld,2020-12-23T17:14:29+01:00,931,804
Markt Indersdorf,2020-12-23T17:14:29+01:00,278,230
Odelzhausen,2020-12-23T17:14:29+01:00,124,117
Petershausen,2020-12-23T17:14:29+01:00,86,81
Pfaffenhofen a.d. Glonn,2020-12-23T17:14:29+01:00,56,45
Röhrmoos,2020-12-23T17:14:29+01:00,201,185
Schwabhausen,2020-12-23T17:14:29+01:00,171,155
Sulzemoos,2020-12-23T17:14:29+01:00,79,72
Vierkirchen,2020-12-23T17:14:29+01:00,83,70
Weichs,2020-12-23T17:14:29+01:00,65,57
