Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-09T17:14:22+01:00,119,111
Bergkirchen,2020-11-09T17:14:22+01:00,107,89
Dachau,2020-11-09T17:14:22+01:00,703,554
Erdweg,2020-11-09T17:14:22+01:00,57,50
Haimhausen,2020-11-09T17:14:22+01:00,56,48
Hebertshausen,2020-11-09T17:14:22+01:00,58,43
Hilgertshausen-Tandern,2020-11-09T17:14:22+01:00,21,18
Karlsfeld,2020-11-09T17:14:22+01:00,452,296
Markt Indersdorf,2020-11-09T17:14:22+01:00,126,90
Odelzhausen,2020-11-09T17:14:22+01:00,61,48
Petershausen,2020-11-09T17:14:22+01:00,50,43
Pfaffenhofen a.d. Glonn,2020-11-09T17:14:22+01:00,18,17
Röhrmoos,2020-11-09T17:14:22+01:00,157,140
Schwabhausen,2020-11-09T17:14:22+01:00,97,65
Sulzemoos,2020-11-09T17:14:22+01:00,40,24
Vierkirchen,2020-11-09T17:14:22+01:00,52,47
Weichs,2020-11-09T17:14:22+01:00,43,35
