Kommune,Timestamp,Confirmed
Altomünster,2021-12-13T21:14:22+01:00,707
Bergkirchen,2021-12-13T21:14:22+01:00,664
Dachau,2021-12-13T21:14:22+01:00,4807
Erdweg,2021-12-13T21:14:22+01:00,551
Haimhausen,2021-12-13T21:14:22+01:00,431
Hebertshausen,2021-12-13T21:14:22+01:00,430
Hilgertshausen-Tandern,2021-12-13T21:14:22+01:00,283
Karlsfeld,2021-12-13T21:14:22+01:00,2458
Markt Indersdorf,2021-12-13T21:14:22+01:00,1009
Odelzhausen,2021-12-13T21:14:22+01:00,496
Petershausen,2021-12-13T21:14:22+01:00,561
Pfaffenhofen a.d. Glonn,2021-12-13T21:14:22+01:00,188
Röhrmoos,2021-12-13T21:14:22+01:00,698
Schwabhausen,2021-12-13T21:14:22+01:00,626
Sulzemoos,2021-12-13T21:14:22+01:00,252
Vierkirchen,2021-12-13T21:14:22+01:00,422
Weichs,2021-12-13T21:14:22+01:00,394
