Kommune,Timestamp,Recovered
Altomünster,2021-05-14T09:12:59+02:00,391
Bergkirchen,2021-05-14T09:12:59+02:00,347
Dachau,2021-05-14T09:12:59+02:00,2402
Erdweg,2021-05-14T09:12:59+02:00,300
Haimhausen,2021-05-14T09:12:59+02:00,217
Hebertshausen,2021-05-14T09:12:59+02:00,206
Hilgertshausen-Tandern,2021-05-14T09:12:59+02:00,142
Karlsfeld,2021-05-14T09:12:59+02:00,1299
Markt Indersdorf,2021-05-14T09:12:59+02:00,548
Odelzhausen,2021-05-14T09:12:59+02:00,233
Petershausen,2021-05-14T09:12:59+02:00,245
Pfaffenhofen a.d. Glonn,2021-05-14T09:12:59+02:00,88
Röhrmoos,2021-05-14T09:12:59+02:00,383
Schwabhausen,2021-05-14T09:12:59+02:00,288
Sulzemoos,2021-05-14T09:12:59+02:00,118
Vierkirchen,2021-05-14T09:12:59+02:00,225
Weichs,2021-05-14T09:12:59+02:00,175
