Kommune,Timestamp,Recovered
Altomünster,2022-01-27T13:11:51+01:00,772
Bergkirchen,2022-01-27T13:11:51+01:00,766
Dachau,2022-01-27T13:11:51+01:00,5590
Erdweg,2022-01-27T13:11:51+01:00,601
Haimhausen,2022-01-27T13:11:51+01:00,524
Hebertshausen,2022-01-27T13:11:51+01:00,501
Hilgertshausen-Tandern,2022-01-27T13:11:51+01:00,305
Karlsfeld,2022-01-27T13:11:51+01:00,2786
Markt Indersdorf,2022-01-27T13:11:51+01:00,1110
Odelzhausen,2022-01-27T13:11:51+01:00,561
Petershausen,2022-01-27T13:11:51+01:00,623
Pfaffenhofen a.d. Glonn,2022-01-27T13:11:51+01:00,224
Röhrmoos,2022-01-27T13:11:51+01:00,758
Schwabhausen,2022-01-27T13:11:51+01:00,731
Sulzemoos,2022-01-27T13:11:51+01:00,293
Vierkirchen,2022-01-27T13:11:51+01:00,460
Weichs,2022-01-27T13:11:51+01:00,427
