Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-04T17:15:05+01:00,278,261
Bergkirchen,2021-02-04T17:15:05+01:00,239,216
Dachau,2021-02-04T17:15:05+01:00,1802,1717
Erdweg,2021-02-04T17:15:05+01:00,187,184
Haimhausen,2021-02-04T17:15:05+01:00,170,167
Hebertshausen,2021-02-04T17:15:05+01:00,124,114
Hilgertshausen-Tandern,2021-02-04T17:15:05+01:00,88,80
Karlsfeld,2021-02-04T17:15:05+01:00,1080,999
Markt Indersdorf,2021-02-04T17:15:05+01:00,351,310
Odelzhausen,2021-02-04T17:15:05+01:00,143,138
Petershausen,2021-02-04T17:15:05+01:00,130,111
Pfaffenhofen a.d. Glonn,2021-02-04T17:15:05+01:00,68,61
Röhrmoos,2021-02-04T17:15:05+01:00,324,291
Schwabhausen,2021-02-04T17:15:05+01:00,209,203
Sulzemoos,2021-02-04T17:15:05+01:00,92,88
Vierkirchen,2021-02-04T17:15:05+01:00,143,138
Weichs,2021-02-04T17:15:05+01:00,151,94
