Kommune,Timestamp,Confirmed
Altomünster,2021-06-07T21:12:43+02:00,412
Bergkirchen,2021-06-07T21:12:43+02:00,376
Dachau,2021-06-07T21:12:43+02:00,2544
Erdweg,2021-06-07T21:12:43+02:00,317
Haimhausen,2021-06-07T21:12:43+02:00,227
Hebertshausen,2021-06-07T21:12:43+02:00,222
Hilgertshausen-Tandern,2021-06-07T21:12:43+02:00,152
Karlsfeld,2021-06-07T21:12:43+02:00,1456
Markt Indersdorf,2021-06-07T21:12:43+02:00,585
Odelzhausen,2021-06-07T21:12:43+02:00,250
Petershausen,2021-06-07T21:12:43+02:00,268
Pfaffenhofen a.d. Glonn,2021-06-07T21:12:43+02:00,96
Röhrmoos,2021-06-07T21:12:43+02:00,416
Schwabhausen,2021-06-07T21:12:43+02:00,305
Sulzemoos,2021-06-07T21:12:43+02:00,129
Vierkirchen,2021-06-07T21:12:43+02:00,237
Weichs,2021-06-07T21:12:43+02:00,200
