Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-06-19T20:54:00+02:00,88,87
Bergkirchen,2020-06-19T20:54:00+02:00,65,60
Dachau,2020-06-19T20:54:00+02:00,215,207
Erdweg,2020-06-19T20:54:00+02:00,26,26
Haimhausen,2020-06-19T20:54:00+02:00,29,28
Hebertshausen,2020-06-19T20:54:00+02:00,27,26
Hilgertshausen-Tandern,2020-06-19T20:54:00+02:00,14,14
Karlsfeld,2020-06-19T20:54:00+02:00,140,134
Markt Indersdorf,2020-06-19T20:54:00+02:00,54,54
Odelzhausen,2020-06-19T20:54:00+02:00,21,19
Petershausen,2020-06-19T20:54:00+02:00,31,30
Pfaffenhofen a.d. Glonn,2020-06-19T20:54:00+02:00,8,8
Röhrmoos,2020-06-19T20:54:00+02:00,113,106
Schwabhausen,2020-06-19T20:54:00+02:00,30,29
Sulzemoos,2020-06-19T20:54:00+02:00,12,11
Vierkirchen,2020-06-19T20:54:00+02:00,31,30
Weichs,2020-06-19T20:54:00+02:00,18,18
