Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-20T16:54:28+01:00,228,180
Bergkirchen,2020-12-20T16:54:28+01:00,195,158
Dachau,2020-12-20T16:54:28+01:00,1421,1231
Erdweg,2020-12-20T16:54:28+01:00,148,116
Haimhausen,2020-12-20T16:54:28+01:00,127,111
Hebertshausen,2020-12-20T16:54:28+01:00,93,86
Hilgertshausen-Tandern,2020-12-20T16:54:28+01:00,64,47
Karlsfeld,2020-12-20T16:54:28+01:00,906,757
Markt Indersdorf,2020-12-20T16:54:28+01:00,264,215
Odelzhausen,2020-12-20T16:54:28+01:00,123,108
Petershausen,2020-12-20T16:54:28+01:00,85,76
Pfaffenhofen a.d. Glonn,2020-12-20T16:54:28+01:00,50,39
Röhrmoos,2020-12-20T16:54:28+01:00,198,183
Schwabhausen,2020-12-20T16:54:28+01:00,169,146
Sulzemoos,2020-12-20T16:54:28+01:00,77,66
Vierkirchen,2020-12-20T16:54:28+01:00,77,64
Weichs,2020-12-20T16:54:28+01:00,60,52
