Kommune,Timestamp,Recovered
Altomünster,2021-10-21T21:14:10+02:00,472
Bergkirchen,2021-10-21T21:14:10+02:00,427
Dachau,2021-10-21T21:14:10+02:00,3068
Erdweg,2021-10-21T21:14:10+02:00,392
Haimhausen,2021-10-21T21:14:10+02:00,275
Hebertshausen,2021-10-21T21:14:10+02:00,244
Hilgertshausen-Tandern,2021-10-21T21:14:10+02:00,175
Karlsfeld,2021-10-21T21:14:10+02:00,1672
Markt Indersdorf,2021-10-21T21:14:10+02:00,649
Odelzhausen,2021-10-21T21:14:10+02:00,328
Petershausen,2021-10-21T21:14:10+02:00,361
Pfaffenhofen a.d. Glonn,2021-10-21T21:14:10+02:00,110
Röhrmoos,2021-10-21T21:14:10+02:00,451
Schwabhausen,2021-10-21T21:14:10+02:00,377
Sulzemoos,2021-10-21T21:14:10+02:00,147
Vierkirchen,2021-10-21T21:14:10+02:00,276
Weichs,2021-10-21T21:14:10+02:00,209
