Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-28T17:15:35+01:00,283,275
Bergkirchen,2021-02-28T17:15:35+01:00,252,241
Dachau,2021-02-28T17:15:35+01:00,1845,1799
Erdweg,2021-02-28T17:15:35+01:00,213,196
Haimhausen,2021-02-28T17:15:35+01:00,172,170
Hebertshausen,2021-02-28T17:15:35+01:00,126,124
Hilgertshausen-Tandern,2021-02-28T17:15:35+01:00,95,89
Karlsfeld,2021-02-28T17:15:35+01:00,1100,1052
Markt Indersdorf,2021-02-28T17:15:35+01:00,366,342
Odelzhausen,2021-02-28T17:15:35+01:00,167,157
Petershausen,2021-02-28T17:15:35+01:00,141,133
Pfaffenhofen a.d. Glonn,2021-02-28T17:15:35+01:00,73,72
Röhrmoos,2021-02-28T17:15:35+01:00,333,312
Schwabhausen,2021-02-28T17:15:35+01:00,213,208
Sulzemoos,2021-02-28T17:15:35+01:00,95,94
Vierkirchen,2021-02-28T17:15:35+01:00,145,140
Weichs,2021-02-28T17:15:35+01:00,160,137
