Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-14T17:13:33+01:00,131,116
Bergkirchen,2020-11-14T17:13:33+01:00,120,96
Dachau,2020-11-14T17:13:33+01:00,793,631
Erdweg,2020-11-14T17:13:33+01:00,67,53
Haimhausen,2020-11-14T17:13:33+01:00,59,53
Hebertshausen,2020-11-14T17:13:33+01:00,61,47
Hilgertshausen-Tandern,2020-11-14T17:13:33+01:00,31,18
Karlsfeld,2020-11-14T17:13:33+01:00,521,331
Markt Indersdorf,2020-11-14T17:13:33+01:00,138,101
Odelzhausen,2020-11-14T17:13:33+01:00,67,56
Petershausen,2020-11-14T17:13:33+01:00,54,44
Pfaffenhofen a.d. Glonn,2020-11-14T17:13:33+01:00,28,18
Röhrmoos,2020-11-14T17:13:33+01:00,163,143
Schwabhausen,2020-11-14T17:13:33+01:00,106,82
Sulzemoos,2020-11-14T17:13:33+01:00,45,26
Vierkirchen,2020-11-14T17:13:33+01:00,52,51
Weichs,2020-11-14T17:13:33+01:00,44,42
