Kommune,Timestamp,Recovered
Altomünster,2021-09-20T21:13:05+02:00,431
Bergkirchen,2021-09-20T21:13:05+02:00,415
Dachau,2021-09-20T21:13:05+02:00,2814
Erdweg,2021-09-20T21:13:05+02:00,350
Haimhausen,2021-09-20T21:13:05+02:00,245
Hebertshausen,2021-09-20T21:13:05+02:00,231
Hilgertshausen-Tandern,2021-09-20T21:13:05+02:00,160
Karlsfeld,2021-09-20T21:13:05+02:00,1539
Markt Indersdorf,2021-09-20T21:13:05+02:00,614
Odelzhausen,2021-09-20T21:13:05+02:00,256
Petershausen,2021-09-20T21:13:05+02:00,294
Pfaffenhofen a.d. Glonn,2021-09-20T21:13:05+02:00,102
Röhrmoos,2021-09-20T21:13:05+02:00,421
Schwabhausen,2021-09-20T21:13:05+02:00,359
Sulzemoos,2021-09-20T21:13:05+02:00,137
Vierkirchen,2021-09-20T21:13:05+02:00,262
Weichs,2021-09-20T21:13:05+02:00,201
