Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-15T17:13:29+01:00,263,251
Bergkirchen,2021-01-15T17:13:29+01:00,222,198
Dachau,2021-01-15T17:13:29+01:00,1702,1600
Erdweg,2021-01-15T17:13:29+01:00,179,171
Haimhausen,2021-01-15T17:13:29+01:00,165,149
Hebertshausen,2021-01-15T17:13:29+01:00,115,106
Hilgertshausen-Tandern,2021-01-15T17:13:29+01:00,77,70
Karlsfeld,2021-01-15T17:13:29+01:00,1040,959
Markt Indersdorf,2021-01-15T17:13:29+01:00,316,279
Odelzhausen,2021-01-15T17:13:29+01:00,141,134
Petershausen,2021-01-15T17:13:29+01:00,103,93
Pfaffenhofen a.d. Glonn,2021-01-15T17:13:29+01:00,62,58
Röhrmoos,2021-01-15T17:13:29+01:00,276,204
Schwabhausen,2021-01-15T17:13:29+01:00,203,186
Sulzemoos,2021-01-15T17:13:29+01:00,88,79
Vierkirchen,2021-01-15T17:13:29+01:00,137,102
Weichs,2021-01-15T17:13:29+01:00,91,81
