Kommune,Timestamp,Recovered
Altomünster,2021-09-16T21:14:46+02:00,426
Bergkirchen,2021-09-16T21:14:46+02:00,415
Dachau,2021-09-16T21:14:46+02:00,2780
Erdweg,2021-09-16T21:14:46+02:00,347
Haimhausen,2021-09-16T21:14:46+02:00,245
Hebertshausen,2021-09-16T21:14:46+02:00,229
Hilgertshausen-Tandern,2021-09-16T21:14:46+02:00,159
Karlsfeld,2021-09-16T21:14:46+02:00,1530
Markt Indersdorf,2021-09-16T21:14:46+02:00,609
Odelzhausen,2021-09-16T21:14:46+02:00,256
Petershausen,2021-09-16T21:14:46+02:00,294
Pfaffenhofen a.d. Glonn,2021-09-16T21:14:46+02:00,101
Röhrmoos,2021-09-16T21:14:46+02:00,420
Schwabhausen,2021-09-16T21:14:46+02:00,356
Sulzemoos,2021-09-16T21:14:46+02:00,137
Vierkirchen,2021-09-16T21:14:46+02:00,261
Weichs,2021-09-16T21:14:46+02:00,201
