Kommune,Timestamp,Recovered
Altomünster,2022-08-08T12:15:14+02:00,3523
Bergkirchen,2022-08-08T12:15:14+02:00,3507
Dachau,2022-08-08T12:15:14+02:00,21914
Erdweg,2022-08-08T12:15:14+02:00,2940
Haimhausen,2022-08-08T12:15:14+02:00,2597
Hebertshausen,2022-08-08T12:15:14+02:00,2532
Hilgertshausen-Tandern,2022-08-08T12:15:14+02:00,1441
Karlsfeld,2022-08-08T12:15:14+02:00,10154
Markt Indersdorf,2022-08-08T12:15:14+02:00,4716
Odelzhausen,2022-08-08T12:15:14+02:00,2324
Petershausen,2022-08-08T12:15:14+02:00,2907
Pfaffenhofen a.d. Glonn,2022-08-08T12:15:14+02:00,999
Röhrmoos,2022-08-08T12:15:14+02:00,3211
Schwabhausen,2022-08-08T12:15:14+02:00,2967
Sulzemoos,2022-08-08T12:15:14+02:00,1382
Vierkirchen,2022-08-08T12:15:14+02:00,2030
Weichs,2022-08-08T12:15:14+02:00,1571
