Kommune,Timestamp,Recovered
Altomünster,2022-03-17T21:15:17+01:00,1214
Bergkirchen,2022-03-17T21:15:17+01:00,1317
Dachau,2022-03-17T21:15:17+01:00,8904
Erdweg,2022-03-17T21:15:17+01:00,1025
Haimhausen,2022-03-17T21:15:17+01:00,912
Hebertshausen,2022-03-17T21:15:17+01:00,821
Hilgertshausen-Tandern,2022-03-17T21:15:17+01:00,436
Karlsfeld,2022-03-17T21:15:17+01:00,4436
Markt Indersdorf,2022-03-17T21:15:17+01:00,1901
Odelzhausen,2022-03-17T21:15:17+01:00,910
Petershausen,2022-03-17T21:15:17+01:00,965
Pfaffenhofen a.d. Glonn,2022-03-17T21:15:17+01:00,375
Röhrmoos,2022-03-17T21:15:17+01:00,1226
Schwabhausen,2022-03-17T21:15:17+01:00,1063
Sulzemoos,2022-03-17T21:15:17+01:00,449
Vierkirchen,2022-03-17T21:15:17+01:00,689
Weichs,2022-03-17T21:15:17+01:00,673
