Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-27T17:14:46+01:00,158,138
Bergkirchen,2020-11-27T17:14:46+01:00,149,123
Dachau,2020-11-27T17:14:46+01:00,1031,834
Erdweg,2020-11-27T17:14:46+01:00,92,77
Haimhausen,2020-11-27T17:14:46+01:00,95,62
Hebertshausen,2020-11-27T17:14:46+01:00,73,62
Hilgertshausen-Tandern,2020-11-27T17:14:46+01:00,37,33
Karlsfeld,2020-11-27T17:14:46+01:00,677,497
Markt Indersdorf,2020-11-27T17:14:46+01:00,169,142
Odelzhausen,2020-11-27T17:14:46+01:00,100,71
Petershausen,2020-11-27T17:14:46+01:00,67,54
Pfaffenhofen a.d. Glonn,2020-11-27T17:14:46+01:00,33,29
Röhrmoos,2020-11-27T17:14:46+01:00,172,158
Schwabhausen,2020-11-27T17:14:46+01:00,131,112
Sulzemoos,2020-11-27T17:14:46+01:00,52,44
Vierkirchen,2020-11-27T17:14:46+01:00,58,53
Weichs,2020-11-27T17:14:46+01:00,45,44
