Kommune,Timestamp,Recovered
Altomünster,2021-09-02T21:12:12+02:00,418
Bergkirchen,2021-09-02T21:12:12+02:00,385
Dachau,2021-09-02T21:12:12+02:00,2635
Erdweg,2021-09-02T21:12:12+02:00,336
Haimhausen,2021-09-02T21:12:12+02:00,235
Hebertshausen,2021-09-02T21:12:12+02:00,228
Hilgertshausen-Tandern,2021-09-02T21:12:12+02:00,157
Karlsfeld,2021-09-02T21:12:12+02:00,1452
Markt Indersdorf,2021-09-02T21:12:12+02:00,589
Odelzhausen,2021-09-02T21:12:12+02:00,250
Petershausen,2021-09-02T21:12:12+02:00,275
Pfaffenhofen a.d. Glonn,2021-09-02T21:12:12+02:00,96
Röhrmoos,2021-09-02T21:12:12+02:00,416
Schwabhausen,2021-09-02T21:12:12+02:00,343
Sulzemoos,2021-09-02T21:12:12+02:00,135
Vierkirchen,2021-09-02T21:12:12+02:00,249
Weichs,2021-09-02T21:12:12+02:00,188
