Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-23T17:14:08+02:00,107,93
Bergkirchen,2020-10-23T17:14:08+02:00,83,75
Dachau,2020-10-23T17:14:08+02:00,457,382
Erdweg,2020-10-23T17:14:08+02:00,39,35
Haimhausen,2020-10-23T17:14:08+02:00,41,37
Hebertshausen,2020-10-23T17:14:08+02:00,40,34
Hilgertshausen-Tandern,2020-10-23T17:14:08+02:00,17,17
Karlsfeld,2020-10-23T17:14:08+02:00,276,232
Markt Indersdorf,2020-10-23T17:14:08+02:00,78,75
Odelzhausen,2020-10-23T17:14:08+02:00,36,22
Petershausen,2020-10-23T17:14:08+02:00,39,34
Pfaffenhofen a.d. Glonn,2020-10-23T17:14:08+02:00,13,10
Röhrmoos,2020-10-23T17:14:08+02:00,147,130
Schwabhausen,2020-10-23T17:14:08+02:00,57,50
Sulzemoos,2020-10-23T17:14:08+02:00,22,19
Vierkirchen,2020-10-23T17:14:08+02:00,43,38
Weichs,2020-10-23T17:14:08+02:00,31,30
