Kommune,Timestamp,Confirmed
Altomünster,2022-05-30T21:13:20+02:00,3200
Bergkirchen,2022-05-30T21:13:20+02:00,3015
Dachau,2022-05-30T21:13:20+02:00,18653
Erdweg,2022-05-30T21:13:20+02:00,2475
Haimhausen,2022-05-30T21:13:20+02:00,2188
Hebertshausen,2022-05-30T21:13:20+02:00,2081
Hilgertshausen-Tandern,2022-05-30T21:13:20+02:00,1224
Karlsfeld,2022-05-30T21:13:20+02:00,8843
Markt Indersdorf,2022-05-30T21:13:20+02:00,4050
Odelzhausen,2022-05-30T21:13:20+02:00,2073
Petershausen,2022-05-30T21:13:20+02:00,2422
Pfaffenhofen a.d. Glonn,2022-05-30T21:13:20+02:00,861
Röhrmoos,2022-05-30T21:13:20+02:00,2766
Schwabhausen,2022-05-30T21:13:20+02:00,2524
Sulzemoos,2022-05-30T21:13:20+02:00,1207
Vierkirchen,2022-05-30T21:13:20+02:00,1724
Weichs,2022-05-30T21:13:20+02:00,1383
