Kommune,Timestamp,Recovered
Altomünster,2022-08-23T09:14:43+02:00,3580
Bergkirchen,2022-08-23T09:14:43+02:00,3583
Dachau,2022-08-23T09:14:43+02:00,22368
Erdweg,2022-08-23T09:14:43+02:00,2982
Haimhausen,2022-08-23T09:14:43+02:00,2637
Hebertshausen,2022-08-23T09:14:43+02:00,2581
Hilgertshausen-Tandern,2022-08-23T09:14:43+02:00,1480
Karlsfeld,2022-08-23T09:14:43+02:00,10282
Markt Indersdorf,2022-08-23T09:14:43+02:00,4803
Odelzhausen,2022-08-23T09:14:43+02:00,2373
Petershausen,2022-08-23T09:14:43+02:00,2962
Pfaffenhofen a.d. Glonn,2022-08-23T09:14:43+02:00,1008
Röhrmoos,2022-08-23T09:14:43+02:00,3253
Schwabhausen,2022-08-23T09:14:43+02:00,3026
Sulzemoos,2022-08-23T09:14:43+02:00,1405
Vierkirchen,2022-08-23T09:14:43+02:00,2070
Weichs,2022-08-23T09:14:43+02:00,1600
