Kommune,Timestamp,Confirmed
Altomünster,2022-04-19T12:13:23+02:00,2920
Bergkirchen,2022-04-19T12:13:23+02:00,2779
Dachau,2022-04-19T12:13:23+02:00,17122
Erdweg,2022-04-19T12:13:23+02:00,2180
Haimhausen,2022-04-19T12:13:23+02:00,1887
Hebertshausen,2022-04-19T12:13:23+02:00,1857
Hilgertshausen-Tandern,2022-04-19T12:13:23+02:00,1076
Karlsfeld,2022-04-19T12:13:23+02:00,8173
Markt Indersdorf,2022-04-19T12:13:23+02:00,3648
Odelzhausen,2022-04-19T12:13:23+02:00,1886
Petershausen,2022-04-19T12:13:23+02:00,2175
Pfaffenhofen a.d. Glonn,2022-04-19T12:13:23+02:00,743
Röhrmoos,2022-04-19T12:13:23+02:00,2469
Schwabhausen,2022-04-19T12:13:23+02:00,2227
Sulzemoos,2022-04-19T12:13:23+02:00,1080
Vierkirchen,2022-04-19T12:13:23+02:00,1517
Weichs,2022-04-19T12:13:23+02:00,1243
