Kommune,Timestamp,Confirmed
Altomünster,2021-12-06T21:13:36+01:00,674
Bergkirchen,2021-12-06T21:13:36+01:00,643
Dachau,2021-12-06T21:13:36+01:00,4618
Erdweg,2021-12-06T21:13:36+01:00,530
Haimhausen,2021-12-06T21:13:36+01:00,416
Hebertshausen,2021-12-06T21:13:36+01:00,410
Hilgertshausen-Tandern,2021-12-06T21:13:36+01:00,270
Karlsfeld,2021-12-06T21:13:36+01:00,2386
Markt Indersdorf,2021-12-06T21:13:36+01:00,980
Odelzhausen,2021-12-06T21:13:36+01:00,474
Petershausen,2021-12-06T21:13:36+01:00,525
Pfaffenhofen a.d. Glonn,2021-12-06T21:13:36+01:00,175
Röhrmoos,2021-12-06T21:13:36+01:00,644
Schwabhausen,2021-12-06T21:13:36+01:00,589
Sulzemoos,2021-12-06T21:13:36+01:00,244
Vierkirchen,2021-12-06T21:13:36+01:00,405
Weichs,2021-12-06T21:13:36+01:00,374
