Kommune,Timestamp,Recovered
Altomünster,2021-04-29T21:11:53+02:00,361
Bergkirchen,2021-04-29T21:11:53+02:00,304
Dachau,2021-04-29T21:11:53+02:00,2227
Erdweg,2021-04-29T21:11:53+02:00,277
Haimhausen,2021-04-29T21:11:53+02:00,208
Hebertshausen,2021-04-29T21:11:53+02:00,187
Hilgertshausen-Tandern,2021-04-29T21:11:53+02:00,127
Karlsfeld,2021-04-29T21:11:53+02:00,1232
Markt Indersdorf,2021-04-29T21:11:53+02:00,504
Odelzhausen,2021-04-29T21:11:53+02:00,220
Petershausen,2021-04-29T21:11:53+02:00,227
Pfaffenhofen a.d. Glonn,2021-04-29T21:11:53+02:00,80
Röhrmoos,2021-04-29T21:11:53+02:00,370
Schwabhausen,2021-04-29T21:11:53+02:00,256
Sulzemoos,2021-04-29T21:11:53+02:00,106
Vierkirchen,2021-04-29T21:11:53+02:00,188
Weichs,2021-04-29T21:11:53+02:00,155
