Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-20T17:14:58+01:00,265,255
Bergkirchen,2021-01-20T17:14:58+01:00,225,205
Dachau,2021-01-20T17:14:58+01:00,1736,1625
Erdweg,2021-01-20T17:14:58+01:00,183,176
Haimhausen,2021-01-20T17:14:58+01:00,169,156
Hebertshausen,2021-01-20T17:14:58+01:00,116,110
Hilgertshausen-Tandern,2021-01-20T17:14:58+01:00,82,71
Karlsfeld,2021-01-20T17:14:58+01:00,1041,979
Markt Indersdorf,2021-01-20T17:14:58+01:00,324,287
Odelzhausen,2021-01-20T17:14:58+01:00,142,135
Petershausen,2021-01-20T17:14:58+01:00,108,94
Pfaffenhofen a.d. Glonn,2021-01-20T17:14:58+01:00,62,59
Röhrmoos,2021-01-20T17:14:58+01:00,301,213
Schwabhausen,2021-01-20T17:14:58+01:00,206,194
Sulzemoos,2021-01-20T17:14:58+01:00,91,83
Vierkirchen,2021-01-20T17:14:58+01:00,140,120
Weichs,2021-01-20T17:14:58+01:00,104,89
