Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-04-07T21:30:00+02:00,68,47
Bergkirchen,2020-04-07T21:30:00+02:00,46,35
Dachau,2020-04-07T21:30:00+02:00,128,73
Erdweg,2020-04-07T21:30:00+02:00,20,17
Haimhausen,2020-04-07T21:30:00+02:00,22,9
Hebertshausen,2020-04-07T21:30:00+02:00,10,10
Hilgertshausen-Tandern,2020-04-07T21:30:00+02:00,9,7
Karlsfeld,2020-04-07T21:30:00+02:00,86,40
Markt Indersdorf,2020-04-07T21:30:00+02:00,36,24
Odelzhausen,2020-04-07T21:30:00+02:00,13,4
Petershausen,2020-04-07T21:30:00+02:00,20,16
Pfaffenhofen a.d. Glonn,2020-04-07T21:30:00+02:00,5,2
Röhrmoos,2020-04-07T21:30:00+02:00,50,7
Schwabhausen,2020-04-07T21:30:00+02:00,17,14
Sulzemoos,2020-04-07T21:30:00+02:00,13,7
Vierkirchen,2020-04-07T21:30:00+02:00,10,8
Weichs,2020-04-07T21:30:00+02:00,9,7
