Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-08T17:13:59+01:00,119,109
Bergkirchen,2020-11-08T17:13:59+01:00,105,86
Dachau,2020-11-08T17:13:59+01:00,683,529
Erdweg,2020-11-08T17:13:59+01:00,56,46
Haimhausen,2020-11-08T17:13:59+01:00,56,47
Hebertshausen,2020-11-08T17:13:59+01:00,56,43
Hilgertshausen-Tandern,2020-11-08T17:13:59+01:00,20,17
Karlsfeld,2020-11-08T17:13:59+01:00,437,288
Markt Indersdorf,2020-11-08T17:13:59+01:00,122,87
Odelzhausen,2020-11-08T17:13:59+01:00,61,48
Petershausen,2020-11-08T17:13:59+01:00,49,43
Pfaffenhofen a.d. Glonn,2020-11-08T17:13:59+01:00,18,16
Röhrmoos,2020-11-08T17:13:59+01:00,156,140
Schwabhausen,2020-11-08T17:13:59+01:00,91,64
Sulzemoos,2020-11-08T17:13:59+01:00,38,22
Vierkirchen,2020-11-08T17:13:59+01:00,51,44
Weichs,2020-11-08T17:13:59+01:00,43,35
