Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-22T17:13:58+01:00,282,273
Bergkirchen,2021-02-22T17:13:58+01:00,250,238
Dachau,2021-02-22T17:13:58+01:00,1830,1791
Erdweg,2021-02-22T17:13:58+01:00,206,188
Haimhausen,2021-02-22T17:13:58+01:00,171,170
Hebertshausen,2021-02-22T17:13:58+01:00,125,124
Hilgertshausen-Tandern,2021-02-22T17:13:58+01:00,93,87
Karlsfeld,2021-02-22T17:13:58+01:00,1096,1044
Markt Indersdorf,2021-02-22T17:13:58+01:00,362,342
Odelzhausen,2021-02-22T17:13:58+01:00,166,147
Petershausen,2021-02-22T17:13:58+01:00,140,132
Pfaffenhofen a.d. Glonn,2021-02-22T17:13:58+01:00,73,67
Röhrmoos,2021-02-22T17:13:58+01:00,328,310
Schwabhausen,2021-02-22T17:13:58+01:00,212,208
Sulzemoos,2021-02-22T17:13:58+01:00,95,94
Vierkirchen,2021-02-22T17:13:58+01:00,143,140
Weichs,2021-02-22T17:13:58+01:00,160,133
