Kommune,Timestamp,Recovered
Altomünster,2021-05-10T21:13:47+02:00,387
Bergkirchen,2021-05-10T21:13:47+02:00,340
Dachau,2021-05-10T21:13:47+02:00,2382
Erdweg,2021-05-10T21:13:47+02:00,297
Haimhausen,2021-05-10T21:13:47+02:00,217
Hebertshausen,2021-05-10T21:13:47+02:00,203
Hilgertshausen-Tandern,2021-05-10T21:13:47+02:00,141
Karlsfeld,2021-05-10T21:13:47+02:00,1291
Markt Indersdorf,2021-05-10T21:13:47+02:00,539
Odelzhausen,2021-05-10T21:13:47+02:00,232
Petershausen,2021-05-10T21:13:47+02:00,238
Pfaffenhofen a.d. Glonn,2021-05-10T21:13:47+02:00,86
Röhrmoos,2021-05-10T21:13:47+02:00,382
Schwabhausen,2021-05-10T21:13:47+02:00,286
Sulzemoos,2021-05-10T21:13:47+02:00,115
Vierkirchen,2021-05-10T21:13:47+02:00,222
Weichs,2021-05-10T21:13:47+02:00,175
