Kommune,Timestamp,Recovered
Altomünster,2022-10-03T21:11:27+02:00,3691
Bergkirchen,2022-10-03T21:11:27+02:00,3796
Dachau,2022-10-03T21:11:27+02:00,23589
Erdweg,2022-10-03T21:11:27+02:00,3144
Haimhausen,2022-10-03T21:11:27+02:00,2781
Hebertshausen,2022-10-03T21:11:27+02:00,2746
Hilgertshausen-Tandern,2022-10-03T21:11:27+02:00,1536
Karlsfeld,2022-10-03T21:11:27+02:00,10631
Markt Indersdorf,2022-10-03T21:11:27+02:00,5012
Odelzhausen,2022-10-03T21:11:27+02:00,2517
Petershausen,2022-10-03T21:11:27+02:00,3102
Pfaffenhofen a.d. Glonn,2022-10-03T21:11:27+02:00,1049
Röhrmoos,2022-10-03T21:11:27+02:00,3473
Schwabhausen,2022-10-03T21:11:27+02:00,3198
Sulzemoos,2022-10-03T21:11:27+02:00,1470
Vierkirchen,2022-10-03T21:11:27+02:00,2178
Weichs,2022-10-03T21:11:27+02:00,1703
