Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-25T17:15:14+01:00,268,258
Bergkirchen,2021-01-25T17:15:14+01:00,230,213
Dachau,2021-01-25T17:15:14+01:00,1772,1674
Erdweg,2021-01-25T17:15:14+01:00,187,178
Haimhausen,2021-01-25T17:15:14+01:00,169,161
Hebertshausen,2021-01-25T17:15:14+01:00,119,112
Hilgertshausen-Tandern,2021-01-25T17:15:14+01:00,86,75
Karlsfeld,2021-01-25T17:15:14+01:00,1050,990
Markt Indersdorf,2021-01-25T17:15:14+01:00,340,302
Odelzhausen,2021-01-25T17:15:14+01:00,142,138
Petershausen,2021-01-25T17:15:14+01:00,118,98
Pfaffenhofen a.d. Glonn,2021-01-25T17:15:14+01:00,62,60
Röhrmoos,2021-01-25T17:15:14+01:00,314,222
Schwabhausen,2021-01-25T17:15:14+01:00,207,199
Sulzemoos,2021-01-25T17:15:14+01:00,90,87
Vierkirchen,2021-01-25T17:15:14+01:00,141,136
Weichs,2021-01-25T17:15:14+01:00,113,91
