Kommune,Timestamp,Recovered
Altomünster,2022-10-11T15:11:50+02:00,3762
Bergkirchen,2022-10-11T15:11:50+02:00,3918
Dachau,2022-10-11T15:11:50+02:00,24290
Erdweg,2022-10-11T15:11:50+02:00,3256
Haimhausen,2022-10-11T15:11:50+02:00,2877
Hebertshausen,2022-10-11T15:11:50+02:00,2819
Hilgertshausen-Tandern,2022-10-11T15:11:50+02:00,1576
Karlsfeld,2022-10-11T15:11:50+02:00,10892
Markt Indersdorf,2022-10-11T15:11:50+02:00,5167
Odelzhausen,2022-10-11T15:11:50+02:00,2626
Petershausen,2022-10-11T15:11:50+02:00,3220
Pfaffenhofen a.d. Glonn,2022-10-11T15:11:50+02:00,1095
Röhrmoos,2022-10-11T15:11:50+02:00,3568
Schwabhausen,2022-10-11T15:11:50+02:00,3297
Sulzemoos,2022-10-11T15:11:50+02:00,1521
Vierkirchen,2022-10-11T15:11:50+02:00,2272
Weichs,2022-10-11T15:11:50+02:00,1771
