Kommune,Timestamp,Recovered
Altomünster,2021-12-13T21:12:50+01:00,632
Bergkirchen,2021-12-13T21:12:50+01:00,592
Dachau,2021-12-13T21:12:50+01:00,4328
Erdweg,2021-12-13T21:12:50+01:00,504
Haimhausen,2021-12-13T21:12:50+01:00,402
Hebertshausen,2021-12-13T21:12:50+01:00,392
Hilgertshausen-Tandern,2021-12-13T21:12:50+01:00,258
Karlsfeld,2021-12-13T21:12:50+01:00,2237
Markt Indersdorf,2021-12-13T21:12:50+01:00,896
Odelzhausen,2021-12-13T21:12:50+01:00,451
Petershausen,2021-12-13T21:12:50+01:00,495
Pfaffenhofen a.d. Glonn,2021-12-13T21:12:50+01:00,158
Röhrmoos,2021-12-13T21:12:50+01:00,601
Schwabhausen,2021-12-13T21:12:50+01:00,543
Sulzemoos,2021-12-13T21:12:50+01:00,230
Vierkirchen,2021-12-13T21:12:50+01:00,381
Weichs,2021-12-13T21:12:50+01:00,308
