Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-10T17:13:15+01:00,194,161
Bergkirchen,2020-12-10T17:13:15+01:00,168,150
Dachau,2020-12-10T17:13:15+01:00,1271,1090
Erdweg,2020-12-10T17:13:15+01:00,119,98
Haimhausen,2020-12-10T17:13:15+01:00,113,97
Hebertshausen,2020-12-10T17:13:15+01:00,89,77
Hilgertshausen-Tandern,2020-12-10T17:13:15+01:00,52,36
Karlsfeld,2020-12-10T17:13:15+01:00,819,658
Markt Indersdorf,2020-12-10T17:13:15+01:00,236,179
Odelzhausen,2020-12-10T17:13:15+01:00,116,100
Petershausen,2020-12-10T17:13:15+01:00,81,68
Pfaffenhofen a.d. Glonn,2020-12-10T17:13:15+01:00,42,34
Röhrmoos,2020-12-10T17:13:15+01:00,191,171
Schwabhausen,2020-12-10T17:13:15+01:00,149,130
Sulzemoos,2020-12-10T17:13:15+01:00,68,57
Vierkirchen,2020-12-10T17:13:15+01:00,68,59
Weichs,2020-12-10T17:13:15+01:00,57,45
