Kommune,Timestamp,Confirmed
Altomünster,2022-10-31T21:10:43+01:00,3937
Bergkirchen,2022-10-31T21:10:43+01:00,4114
Dachau,2022-10-31T21:10:43+01:00,25438
Erdweg,2022-10-31T21:10:43+01:00,3387
Haimhausen,2022-10-31T21:10:43+01:00,3038
Hebertshausen,2022-10-31T21:10:43+01:00,2951
Hilgertshausen-Tandern,2022-10-31T21:10:43+01:00,1680
Karlsfeld,2022-10-31T21:10:43+01:00,11384
Markt Indersdorf,2022-10-31T21:10:43+01:00,5450
Odelzhausen,2022-10-31T21:10:43+01:00,2803
Petershausen,2022-10-31T21:10:43+01:00,3422
Pfaffenhofen a.d. Glonn,2022-10-31T21:10:43+01:00,1166
Röhrmoos,2022-10-31T21:10:43+01:00,3793
Schwabhausen,2022-10-31T21:10:43+01:00,3472
Sulzemoos,2022-10-31T21:10:43+01:00,1604
Vierkirchen,2022-10-31T21:10:43+01:00,2377
Weichs,2022-10-31T21:10:43+01:00,1885
