Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-09T18:12:42+01:00,297,280
Bergkirchen,2021-03-09T18:12:42+01:00,254,245
Dachau,2021-03-09T18:12:42+01:00,1876,1827
Erdweg,2021-03-09T18:12:42+01:00,219,210
Haimhausen,2021-03-09T18:12:42+01:00,172,172
Hebertshausen,2021-03-09T18:12:42+01:00,129,125
Hilgertshausen-Tandern,2021-03-09T18:12:42+01:00,97,93
Karlsfeld,2021-03-09T18:12:42+01:00,1115,1057
Markt Indersdorf,2021-03-09T18:12:42+01:00,371,352
Odelzhausen,2021-03-09T18:12:42+01:00,173,163
Petershausen,2021-03-09T18:12:42+01:00,144,137
Pfaffenhofen a.d. Glonn,2021-03-09T18:12:42+01:00,74,73
Röhrmoos,2021-03-09T18:12:42+01:00,332,316
Schwabhausen,2021-03-09T18:12:42+01:00,217,210
Sulzemoos,2021-03-09T18:12:42+01:00,96,95
Vierkirchen,2021-03-09T18:12:42+01:00,149,143
Weichs,2021-03-09T18:12:42+01:00,159,136
