Kommune,Timestamp,Recovered
Altomünster,2021-05-06T21:14:52+02:00,379
Bergkirchen,2021-05-06T21:14:52+02:00,331
Dachau,2021-05-06T21:14:52+02:00,2342
Erdweg,2021-05-06T21:14:52+02:00,289
Haimhausen,2021-05-06T21:14:52+02:00,215
Hebertshausen,2021-05-06T21:14:52+02:00,201
Hilgertshausen-Tandern,2021-05-06T21:14:52+02:00,136
Karlsfeld,2021-05-06T21:14:52+02:00,1275
Markt Indersdorf,2021-05-06T21:14:52+02:00,532
Odelzhausen,2021-05-06T21:14:52+02:00,231
Petershausen,2021-05-06T21:14:52+02:00,234
Pfaffenhofen a.d. Glonn,2021-05-06T21:14:52+02:00,84
Röhrmoos,2021-05-06T21:14:52+02:00,380
Schwabhausen,2021-05-06T21:14:52+02:00,279
Sulzemoos,2021-05-06T21:14:52+02:00,112
Vierkirchen,2021-05-06T21:14:52+02:00,217
Weichs,2021-05-06T21:14:52+02:00,171
