Kommune,Timestamp,Confirmed
Altomünster,2022-04-07T21:12:51+02:00,2803
Bergkirchen,2022-04-07T21:12:51+02:00,2665
Dachau,2022-04-07T21:12:51+02:00,16461
Erdweg,2022-04-07T21:12:51+02:00,2086
Haimhausen,2022-04-07T21:12:51+02:00,1789
Hebertshausen,2022-04-07T21:12:51+02:00,1765
Hilgertshausen-Tandern,2022-04-07T21:12:51+02:00,1011
Karlsfeld,2022-04-07T21:12:51+02:00,7930
Markt Indersdorf,2022-04-07T21:12:51+02:00,3465
Odelzhausen,2022-04-07T21:12:51+02:00,1831
Petershausen,2022-04-07T21:12:51+02:00,2065
Pfaffenhofen a.d. Glonn,2022-04-07T21:12:51+02:00,707
Röhrmoos,2022-04-07T21:12:51+02:00,2343
Schwabhausen,2022-04-07T21:12:51+02:00,2098
Sulzemoos,2022-04-07T21:12:51+02:00,1028
Vierkirchen,2022-04-07T21:12:51+02:00,1411
Weichs,2022-04-07T21:12:51+02:00,1207
