Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-15T09:14:36+01:00,205,171
Bergkirchen,2020-12-15T09:14:36+01:00,180,155
Dachau,2020-12-15T09:14:36+01:00,1334,1161
Erdweg,2020-12-15T09:14:36+01:00,133,107
Haimhausen,2020-12-15T09:14:36+01:00,116,108
Hebertshausen,2020-12-15T09:14:36+01:00,91,80
Hilgertshausen-Tandern,2020-12-15T09:14:36+01:00,57,40
Karlsfeld,2020-12-15T09:14:36+01:00,855,712
Markt Indersdorf,2020-12-15T09:14:36+01:00,245,192
Odelzhausen,2020-12-15T09:14:36+01:00,119,105
Petershausen,2020-12-15T09:14:36+01:00,85,72
Pfaffenhofen a.d. Glonn,2020-12-15T09:14:36+01:00,44,36
Röhrmoos,2020-12-15T09:14:36+01:00,193,177
Schwabhausen,2020-12-15T09:14:36+01:00,157,136
Sulzemoos,2020-12-15T09:14:36+01:00,74,64
Vierkirchen,2020-12-15T09:14:36+01:00,75,62
Weichs,2020-12-15T09:14:36+01:00,58,48
