Kommune,Timestamp,Recovered
Altomünster,2021-12-27T21:12:10+01:00,698
Bergkirchen,2021-12-27T21:12:10+01:00,655
Dachau,2021-12-27T21:12:10+01:00,4713
Erdweg,2021-12-27T21:12:10+01:00,543
Haimhausen,2021-12-27T21:12:10+01:00,430
Hebertshausen,2021-12-27T21:12:10+01:00,426
Hilgertshausen-Tandern,2021-12-27T21:12:10+01:00,278
Karlsfeld,2021-12-27T21:12:10+01:00,2401
Markt Indersdorf,2021-12-27T21:12:10+01:00,982
Odelzhausen,2021-12-27T21:12:10+01:00,486
Petershausen,2021-12-27T21:12:10+01:00,553
Pfaffenhofen a.d. Glonn,2021-12-27T21:12:10+01:00,176
Röhrmoos,2021-12-27T21:12:10+01:00,687
Schwabhausen,2021-12-27T21:12:10+01:00,618
Sulzemoos,2021-12-27T21:12:10+01:00,252
Vierkirchen,2021-12-27T21:12:10+01:00,419
Weichs,2021-12-27T21:12:10+01:00,373
