Kommune,Timestamp,Recovered
Altomünster,2022-10-17T22:13:46+02:00,3849
Bergkirchen,2022-10-17T22:13:46+02:00,4013
Dachau,2022-10-17T22:13:46+02:00,24890
Erdweg,2022-10-17T22:13:46+02:00,3334
Haimhausen,2022-10-17T22:13:46+02:00,2965
Hebertshausen,2022-10-17T22:13:46+02:00,2884
Hilgertshausen-Tandern,2022-10-17T22:13:46+02:00,1627
Karlsfeld,2022-10-17T22:13:46+02:00,11108
Markt Indersdorf,2022-10-17T22:13:46+02:00,5290
Odelzhausen,2022-10-17T22:13:46+02:00,2696
Petershausen,2022-10-17T22:13:46+02:00,3321
Pfaffenhofen a.d. Glonn,2022-10-17T22:13:46+02:00,1136
Röhrmoos,2022-10-17T22:13:46+02:00,3702
Schwabhausen,2022-10-17T22:13:46+02:00,3406
Sulzemoos,2022-10-17T22:13:46+02:00,1561
Vierkirchen,2022-10-17T22:13:46+02:00,2329
Weichs,2022-10-17T22:13:46+02:00,1820
