Kommune,Timestamp,Recovered
Altomünster,2022-02-03T21:12:20+01:00,806
Bergkirchen,2022-02-03T21:12:20+01:00,831
Dachau,2022-02-03T21:12:20+01:00,5970
Erdweg,2022-02-03T21:12:20+01:00,634
Haimhausen,2022-02-03T21:12:20+01:00,563
Hebertshausen,2022-02-03T21:12:20+01:00,540
Hilgertshausen-Tandern,2022-02-03T21:12:20+01:00,319
Karlsfeld,2022-02-03T21:12:20+01:00,3007
Markt Indersdorf,2022-02-03T21:12:20+01:00,1202
Odelzhausen,2022-02-03T21:12:20+01:00,599
Petershausen,2022-02-03T21:12:20+01:00,647
Pfaffenhofen a.d. Glonn,2022-02-03T21:12:20+01:00,244
Röhrmoos,2022-02-03T21:12:20+01:00,798
Schwabhausen,2022-02-03T21:12:20+01:00,771
Sulzemoos,2022-02-03T21:12:20+01:00,311
Vierkirchen,2022-02-03T21:12:20+01:00,479
Weichs,2022-02-03T21:12:20+01:00,449
