Kommune,Timestamp,Recovered
Altomünster,2022-04-04T21:14:53+02:00,1678
Bergkirchen,2022-04-04T21:14:53+02:00,1616
Dachau,2022-04-04T21:14:53+02:00,10618
Erdweg,2022-04-04T21:14:53+02:00,1312
Haimhausen,2022-04-04T21:14:53+02:00,1078
Hebertshausen,2022-04-04T21:14:53+02:00,1039
Hilgertshausen-Tandern,2022-04-04T21:14:53+02:00,577
Karlsfeld,2022-04-04T21:14:53+02:00,5201
Markt Indersdorf,2022-04-04T21:14:53+02:00,2239
Odelzhausen,2022-04-04T21:14:53+02:00,1102
Petershausen,2022-04-04T21:14:53+02:00,1160
Pfaffenhofen a.d. Glonn,2022-04-04T21:14:53+02:00,466
Röhrmoos,2022-04-04T21:14:53+02:00,1466
Schwabhausen,2022-04-04T21:14:53+02:00,1307
Sulzemoos,2022-04-04T21:14:53+02:00,555
Vierkirchen,2022-04-04T21:14:53+02:00,838
Weichs,2022-04-04T21:14:53+02:00,771
