Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-04-20T21:30:00+02:00,77,69
Bergkirchen,2020-04-20T21:30:00+02:00,59,43
Dachau,2020-04-20T21:30:00+02:00,186,138
Erdweg,2020-04-20T21:30:00+02:00,22,20
Haimhausen,2020-04-20T21:30:00+02:00,24,20
Hebertshausen,2020-04-20T21:30:00+02:00,22,13
Hilgertshausen-Tandern,2020-04-20T21:30:00+02:00,13,11
Karlsfeld,2020-04-20T21:30:00+02:00,122,84
Markt Indersdorf,2020-04-20T21:30:00+02:00,48,39
Odelzhausen,2020-04-20T21:30:00+02:00,18,11
Petershausen,2020-04-20T21:30:00+02:00,28,21
Pfaffenhofen a.d. Glonn,2020-04-20T21:30:00+02:00,6,6
Röhrmoos,2020-04-20T21:30:00+02:00,107,21
Schwabhausen,2020-04-20T21:30:00+02:00,25,20
Sulzemoos,2020-04-20T21:30:00+02:00,13,10
Vierkirchen,2020-04-20T21:30:00+02:00,13,9
Weichs,2020-04-20T21:30:00+02:00,12,9
