Kommune,Timestamp,Recovered
Altomünster,2021-11-19T15:12:51+01:00,512
Bergkirchen,2021-11-19T15:12:51+01:00,464
Dachau,2021-11-19T15:12:51+01:00,3494
Erdweg,2021-11-19T15:12:51+01:00,421
Haimhausen,2021-11-19T15:12:51+01:00,324
Hebertshausen,2021-11-19T15:12:51+01:00,287
Hilgertshausen-Tandern,2021-11-19T15:12:51+01:00,211
Karlsfeld,2021-11-19T15:12:51+01:00,1825
Markt Indersdorf,2021-11-19T15:12:51+01:00,726
Odelzhausen,2021-11-19T15:12:51+01:00,359
Petershausen,2021-11-19T15:12:51+01:00,423
Pfaffenhofen a.d. Glonn,2021-11-19T15:12:51+01:00,123
Röhrmoos,2021-11-19T15:12:51+01:00,499
Schwabhausen,2021-11-19T15:12:51+01:00,422
Sulzemoos,2021-11-19T15:12:51+01:00,181
Vierkirchen,2021-11-19T15:12:51+01:00,310
Weichs,2021-11-19T15:12:51+01:00,248
