Kommune,Timestamp,Confirmed
Altomünster,2022-09-27T16:12:49+02:00,3710
Bergkirchen,2022-09-27T16:12:49+02:00,3816
Dachau,2022-09-27T16:12:49+02:00,23728
Erdweg,2022-09-27T16:12:49+02:00,3163
Haimhausen,2022-09-27T16:12:49+02:00,2786
Hebertshausen,2022-09-27T16:12:49+02:00,2756
Hilgertshausen-Tandern,2022-09-27T16:12:49+02:00,1542
Karlsfeld,2022-09-27T16:12:49+02:00,10727
Markt Indersdorf,2022-09-27T16:12:49+02:00,5048
Odelzhausen,2022-09-27T16:12:49+02:00,2535
Petershausen,2022-09-27T16:12:49+02:00,3119
Pfaffenhofen a.d. Glonn,2022-09-27T16:12:49+02:00,1054
Röhrmoos,2022-09-27T16:12:49+02:00,3508
Schwabhausen,2022-09-27T16:12:49+02:00,3217
Sulzemoos,2022-09-27T16:12:49+02:00,1472
Vierkirchen,2022-09-27T16:12:49+02:00,2193
Weichs,2022-09-27T16:12:49+02:00,1736
