Kommune,Timestamp,Confirmed
Altomünster,2021-09-20T21:14:15+02:00,452
Bergkirchen,2021-09-20T21:14:15+02:00,429
Dachau,2021-09-20T21:14:15+02:00,2947
Erdweg,2021-09-20T21:14:15+02:00,364
Haimhausen,2021-09-20T21:14:15+02:00,258
Hebertshausen,2021-09-20T21:14:15+02:00,240
Hilgertshausen-Tandern,2021-09-20T21:14:15+02:00,165
Karlsfeld,2021-09-20T21:14:15+02:00,1640
Markt Indersdorf,2021-09-20T21:14:15+02:00,646
Odelzhausen,2021-09-20T21:14:15+02:00,295
Petershausen,2021-09-20T21:14:15+02:00,309
Pfaffenhofen a.d. Glonn,2021-09-20T21:14:15+02:00,108
Röhrmoos,2021-09-20T21:14:15+02:00,441
Schwabhausen,2021-09-20T21:14:15+02:00,363
Sulzemoos,2021-09-20T21:14:15+02:00,138
Vierkirchen,2021-09-20T21:14:15+02:00,272
Weichs,2021-09-20T21:14:15+02:00,224
