Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-15T17:14:15+01:00,298,282
Bergkirchen,2021-03-15T17:14:15+01:00,256,245
Dachau,2021-03-15T17:14:15+01:00,1901,1843
Erdweg,2021-03-15T17:14:15+01:00,220,215
Haimhausen,2021-03-15T17:14:15+01:00,176,172
Hebertshausen,2021-03-15T17:14:15+01:00,132,126
Hilgertshausen-Tandern,2021-03-15T17:14:15+01:00,102,95
Karlsfeld,2021-03-15T17:14:15+01:00,1135,1060
Markt Indersdorf,2021-03-15T17:14:15+01:00,408,353
Odelzhausen,2021-03-15T17:14:15+01:00,178,164
Petershausen,2021-03-15T17:14:15+01:00,148,139
Pfaffenhofen a.d. Glonn,2021-03-15T17:14:15+01:00,76,73
Röhrmoos,2021-03-15T17:14:15+01:00,336,318
Schwabhausen,2021-03-15T17:14:15+01:00,219,212
Sulzemoos,2021-03-15T17:14:15+01:00,97,95
Vierkirchen,2021-03-15T17:14:15+01:00,151,143
Weichs,2021-03-15T17:14:15+01:00,160,138
