Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-23T17:13:55+01:00,282,273
Bergkirchen,2021-02-23T17:13:55+01:00,250,239
Dachau,2021-02-23T17:13:55+01:00,1830,1793
Erdweg,2021-02-23T17:13:55+01:00,209,193
Haimhausen,2021-02-23T17:13:55+01:00,171,170
Hebertshausen,2021-02-23T17:13:55+01:00,125,124
Hilgertshausen-Tandern,2021-02-23T17:13:55+01:00,93,87
Karlsfeld,2021-02-23T17:13:55+01:00,1097,1045
Markt Indersdorf,2021-02-23T17:13:55+01:00,362,342
Odelzhausen,2021-02-23T17:13:55+01:00,166,153
Petershausen,2021-02-23T17:13:55+01:00,140,132
Pfaffenhofen a.d. Glonn,2021-02-23T17:13:55+01:00,73,69
Röhrmoos,2021-02-23T17:13:55+01:00,328,310
Schwabhausen,2021-02-23T17:13:55+01:00,212,208
Sulzemoos,2021-02-23T17:13:55+01:00,95,94
Vierkirchen,2021-02-23T17:13:55+01:00,143,140
Weichs,2021-02-23T17:13:55+01:00,160,136
